Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count
Surat,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,1.0
Surat,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0.0
Surat,Road Features,Ongoing Road Works/Under Construction,Total Injured,1.0
Surat,Road Features,Others,Greviously Injured,0.0
Surat,Road Features,Others,Minor Injury,0.0
Surat,Road Features,Others,Total number of Accidents,0.0
Surat,Road Features,Others,Persons Killed,0.0
Surat,Road Features,Others,Total Injured,0.0
Surat,Road Features,Pot Holes,Greviously Injured,0.0
Surat,Road Features,Pot Holes,Minor Injury,0.0
Surat,Road Features,Pot Holes,Total number of Accidents,0.0
Surat,Road Features,Pot Holes,Persons Killed,0.0
Surat,Road Features,Pot Holes,Total Injured,0.0
Surat,Road Features,Steep Grade,Greviously Injured,0.0
Surat,Road Features,Steep Grade,Minor Injury,0.0
Surat,Road Features,Steep Grade,Total number of Accidents,0.0
Surat,Road Features,Steep Grade,Persons Killed,0.0
Surat,Road Features,Steep Grade,Total Injured,0.0
Surat,Road Features,Straight Road,Greviously Injured,279.0
Surat,Road Features,Straight Road,Minor Injury,89.0
Surat,Road Features,Straight Road,Total number of Accidents,507.0
Surat,Road Features,Straight Road,Persons Killed,168.0
Surat,Road Features,Straight Road,Total Injured,368.0
Thiruvanthapuram,Road Features,Bridge,Greviously Injured,7.0
Thiruvanthapuram,Road Features,Bridge,Minor Injury,3.0
Thiruvanthapuram,Road Features,Bridge,Total number of Accidents,9.0
Thiruvanthapuram,Road Features,Bridge,Persons Killed,0.0
Thiruvanthapuram,Road Features,Bridge,Total Injured,10.0
Thiruvanthapuram,Road Features,Culvert,Greviously Injured,0.0
Thiruvanthapuram,Road Features,Culvert,Minor Injury,0.0
Thiruvanthapuram,Road Features,Culvert,Total number of Accidents,0.0
Thiruvanthapuram,Road Features,Culvert,Persons Killed,0.0
Thiruvanthapuram,Road Features,Culvert,Total Injured,0.0
Thiruvanthapuram,Road Features,Curved Road,Greviously Injured,74.0
Thiruvanthapuram,Road Features,Curved Road,Minor Injury,10.0
Thiruvanthapuram,Road Features,Curved Road,Total number of Accidents,78.0
Thiruvanthapuram,Road Features,Curved Road,Persons Killed,7.0
Thiruvanthapuram,Road Features,Curved Road,Total Injured,84.0
Thiruvanthapuram,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,4.0
Thiruvanthapuram,Road Features,Ongoing Road Works/Under Construction,Minor Injury,1.0
Thiruvanthapuram,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,6.0
Thiruvanthapuram,Road Features,Ongoing Road Works/Under Construction,Persons Killed,3.0
Thiruvanthapuram,Road Features,Ongoing Road Works/Under Construction,Total Injured,5.0
Thiruvanthapuram,Road Features,Others,Greviously Injured,325.0
Thiruvanthapuram,Road Features,Others,Minor Injury,73.0
Thiruvanthapuram,Road Features,Others,Total number of Accidents,392.0
Thiruvanthapuram,Road Features,Others,Persons Killed,42.0
Thiruvanthapuram,Road Features,Others,Total Injured,398.0
Thiruvanthapuram,Road Features,Pot Holes,Greviously Injured,0.0
Thiruvanthapuram,Road Features,Pot Holes,Minor Injury,0.0
Thiruvanthapuram,Road Features,Pot Holes,Total number of Accidents,0.0
Thiruvanthapuram,Road Features,Pot Holes,Persons Killed,0.0
Thiruvanthapuram,Road Features,Pot Holes,Total Injured,0.0
Thiruvanthapuram,Road Features,Steep Grade,Greviously Injured,0.0
Thiruvanthapuram,Road Features,Steep Grade,Minor Injury,0.0
Thiruvanthapuram,Road Features,Steep Grade,Total number of Accidents,0.0
Thiruvanthapuram,Road Features,Steep Grade,Persons Killed,0.0
Thiruvanthapuram,Road Features,Steep Grade,Total Injured,0.0
Thiruvanthapuram,Road Features,Straight Road,Greviously Injured,614.0
Thiruvanthapuram,Road Features,Straight Road,Minor Injury,152.0
Thiruvanthapuram,Road Features,Straight Road,Total number of Accidents,729.0
Thiruvanthapuram,Road Features,Straight Road,Persons Killed,56.0
Thiruvanthapuram,Road Features,Straight Road,Total Injured,766.0
Thrissur,Road Features,Bridge,Greviously Injured,3.0
Thrissur,Road Features,Bridge,Minor Injury,1.0
Thrissur,Road Features,Bridge,Total number of Accidents,8.0
Thrissur,Road Features,Bridge,Persons Killed,4.0
Thrissur,Road Features,Bridge,Total Injured,4.0
Thrissur,Road Features,Culvert,Greviously Injured,0.0
Thrissur,Road Features,Culvert,Minor Injury,0.0
Thrissur,Road Features,Culvert,Total number of Accidents,1.0
Thrissur,Road Features,Culvert,Persons Killed,1.0
Thrissur,Road Features,Culvert,Total Injured,0.0
Thrissur,Road Features,Curved Road,Greviously Injured,75.0
Thrissur,Road Features,Curved Road,Minor Injury,61.0
Thrissur,Road Features,Curved Road,Total number of Accidents,111.0
Thrissur,Road Features,Curved Road,Persons Killed,11.0
Thrissur,Road Features,Curved Road,Total Injured,136.0
Thrissur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,15.0
Thrissur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,17.0
Thrissur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,22.0
Thrissur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,7.0
Thrissur,Road Features,Ongoing Road Works/Under Construction,Total Injured,32.0
Thrissur,Road Features,Others,Greviously Injured,169.0
Thrissur,Road Features,Others,Minor Injury,76.0
Thrissur,Road Features,Others,Total number of Accidents,211.0
Thrissur,Road Features,Others,Persons Killed,21.0
Thrissur,Road Features,Others,Total Injured,245.0
Thrissur,Road Features,Pot Holes,Greviously Injured,9.0
Thrissur,Road Features,Pot Holes,Minor Injury,7.0
Thrissur,Road Features,Pot Holes,Total number of Accidents,12.0
Thrissur,Road Features,Pot Holes,Persons Killed,0.0
Thrissur,Road Features,Pot Holes,Total Injured,16.0
Thrissur,Road Features,Steep Grade,Greviously Injured,0.0
Thrissur,Road Features,Steep Grade,Minor Injury,0.0
Thrissur,Road Features,Steep Grade,Total number of Accidents,0.0
Thrissur,Road Features,Steep Grade,Persons Killed,0.0
Thrissur,Road Features,Steep Grade,Total Injured,0.0
Thrissur,Road Features,Straight Road,Greviously Injured,831.0
Thrissur,Road Features,Straight Road,Minor Injury,368.0
Thrissur,Road Features,Straight Road,Total number of Accidents,1099.0
Thrissur,Road Features,Straight Road,Persons Killed,90.0
Thrissur,Road Features,Straight Road,Total Injured,1199.0
Tiruchirapalli,Road Features,Bridge,Greviously Injured,0.0
Tiruchirapalli,Road Features,Bridge,Minor Injury,64.0
Tiruchirapalli,Road Features,Bridge,Total number of Accidents,53.0
Tiruchirapalli,Road Features,Bridge,Persons Killed,8.0
Tiruchirapalli,Road Features,Bridge,Total Injured,64.0
Tiruchirapalli,Road Features,Culvert,Greviously Injured,0.0
Tiruchirapalli,Road Features,Culvert,Minor Injury,0.0
Tiruchirapalli,Road Features,Culvert,Total number of Accidents,0.0
Tiruchirapalli,Road Features,Culvert,Persons Killed,0.0
Tiruchirapalli,Road Features,Culvert,Total Injured,0.0
Tiruchirapalli,Road Features,Curved Road,Greviously Injured,0.0
Tiruchirapalli,Road Features,Curved Road,Minor Injury,94.0
Tiruchirapalli,Road Features,Curved Road,Total number of Accidents,78.0
Tiruchirapalli,Road Features,Curved Road,Persons Killed,15.0
Tiruchirapalli,Road Features,Curved Road,Total Injured,94.0
Tiruchirapalli,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0.0
Tiruchirapalli,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0.0
Tiruchirapalli,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,0.0
Tiruchirapalli,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0.0
Tiruchirapalli,Road Features,Ongoing Road Works/Under Construction,Total Injured,0.0
Tiruchirapalli,Road Features,Others,Greviously Injured,0.0
Tiruchirapalli,Road Features,Others,Minor Injury,0.0
Tiruchirapalli,Road Features,Others,Total number of Accidents,0.0
Tiruchirapalli,Road Features,Others,Persons Killed,0.0
Tiruchirapalli,Road Features,Others,Total Injured,0.0
Tiruchirapalli,Road Features,Pot Holes,Greviously Injured,0.0
Tiruchirapalli,Road Features,Pot Holes,Minor Injury,0.0
Tiruchirapalli,Road Features,Pot Holes,Total number of Accidents,0.0
Tiruchirapalli,Road Features,Pot Holes,Persons Killed,0.0
Tiruchirapalli,Road Features,Pot Holes,Total Injured,0.0
Tiruchirapalli,Road Features,Steep Grade,Greviously Injured,0.0
Tiruchirapalli,Road Features,Steep Grade,Minor Injury,0.0
Tiruchirapalli,Road Features,Steep Grade,Total number of Accidents,0.0
Tiruchirapalli,Road Features,Steep Grade,Persons Killed,0.0
Tiruchirapalli,Road Features,Steep Grade,Total Injured,0.0
Tiruchirapalli,Road Features,Straight Road,Greviously Injured,0.0
Tiruchirapalli,Road Features,Straight Road,Minor Injury,243.0
Tiruchirapalli,Road Features,Straight Road,Total number of Accidents,267.0
Tiruchirapalli,Road Features,Straight Road,Persons Killed,64.0
Tiruchirapalli,Road Features,Straight Road,Total Injured,243.0
Vadodra,Road Features,Bridge,Greviously Injured,11.0
Vadodra,Road Features,Bridge,Minor Injury,8.0
Vadodra,Road Features,Bridge,Total number of Accidents,24.0
Vadodra,Road Features,Bridge,Persons Killed,10.0
Vadodra,Road Features,Bridge,Total Injured,19.0
Vadodra,Road Features,Culvert,Greviously Injured,0.0
Vadodra,Road Features,Culvert,Minor Injury,0.0
Vadodra,Road Features,Culvert,Total number of Accidents,1.0
Vadodra,Road Features,Culvert,Persons Killed,1.0
Vadodra,Road Features,Culvert,Total Injured,0.0
Vadodra,Road Features,Curved Road,Greviously Injured,2.0
Vadodra,Road Features,Curved Road,Minor Injury,1.0
Vadodra,Road Features,Curved Road,Total number of Accidents,5.0
Vadodra,Road Features,Curved Road,Persons Killed,3.0
Vadodra,Road Features,Curved Road,Total Injured,3.0
Vadodra,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,1.0
Vadodra,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0.0
Vadodra,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,4.0
Vadodra,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0.0
Vadodra,Road Features,Ongoing Road Works/Under Construction,Total Injured,1.0
Vadodra,Road Features,Others,Greviously Injured,0.0
Vadodra,Road Features,Others,Minor Injury,0.0
Vadodra,Road Features,Others,Total number of Accidents,0.0
Vadodra,Road Features,Others,Persons Killed,0.0
Vadodra,Road Features,Others,Total Injured,0.0
Vadodra,Road Features,Pot Holes,Greviously Injured,0.0
Vadodra,Road Features,Pot Holes,Minor Injury,0.0
Vadodra,Road Features,Pot Holes,Total number of Accidents,0.0
Vadodra,Road Features,Pot Holes,Persons Killed,0.0
Vadodra,Road Features,Pot Holes,Total Injured,0.0
Vadodra,Road Features,Steep Grade,Greviously Injured,0.0
Vadodra,Road Features,Steep Grade,Minor Injury,0.0
Vadodra,Road Features,Steep Grade,Total number of Accidents,0.0
Vadodra,Road Features,Steep Grade,Persons Killed,0.0
Vadodra,Road Features,Steep Grade,Total Injured,0.0
Vadodra,Road Features,Straight Road,Greviously Injured,227.0
Vadodra,Road Features,Straight Road,Minor Injury,158.0
Vadodra,Road Features,Straight Road,Total number of Accidents,447.0
Vadodra,Road Features,Straight Road,Persons Killed,139.0
Vadodra,Road Features,Straight Road,Total Injured,385.0
Varanasi,Road Features,Bridge,Greviously Injured,22.0
Varanasi,Road Features,Bridge,Minor Injury,17.0
Varanasi,Road Features,Bridge,Total number of Accidents,48.0
Varanasi,Road Features,Bridge,Persons Killed,24.0
Varanasi,Road Features,Bridge,Total Injured,39.0
Varanasi,Road Features,Culvert,Greviously Injured,16.0
Varanasi,Road Features,Culvert,Minor Injury,11.0
Varanasi,Road Features,Culvert,Total number of Accidents,36.0
Varanasi,Road Features,Culvert,Persons Killed,21.0
Varanasi,Road Features,Culvert,Total Injured,27.0
Varanasi,Road Features,Curved Road,Greviously Injured,28.0
Varanasi,Road Features,Curved Road,Minor Injury,22.0
Varanasi,Road Features,Curved Road,Total number of Accidents,65.0
Varanasi,Road Features,Curved Road,Persons Killed,28.0
Varanasi,Road Features,Curved Road,Total Injured,50.0
Varanasi,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,14.0
Varanasi,Road Features,Ongoing Road Works/Under Construction,Minor Injury,6.0
Varanasi,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,32.0
Varanasi,Road Features,Ongoing Road Works/Under Construction,Persons Killed,17.0
Varanasi,Road Features,Ongoing Road Works/Under Construction,Total Injured,20.0
Varanasi,Road Features,Others,Greviously Injured,26.0
Varanasi,Road Features,Others,Minor Injury,12.0
Varanasi,Road Features,Others,Total number of Accidents,62.0
Varanasi,Road Features,Others,Persons Killed,26.0
Varanasi,Road Features,Others,Total Injured,38.0
Varanasi,Road Features,Pot Holes,Greviously Injured,12.0
Varanasi,Road Features,Pot Holes,Minor Injury,8.0
Varanasi,Road Features,Pot Holes,Total number of Accidents,29.0
Varanasi,Road Features,Pot Holes,Persons Killed,15.0
Varanasi,Road Features,Pot Holes,Total Injured,20.0
Varanasi,Road Features,Steep Grade,Greviously Injured,7.0
Varanasi,Road Features,Steep Grade,Minor Injury,5.0
Varanasi,Road Features,Steep Grade,Total number of Accidents,19.0
Varanasi,Road Features,Steep Grade,Persons Killed,14.0
Varanasi,Road Features,Steep Grade,Total Injured,12.0
Varanasi,Road Features,Straight Road,Greviously Injured,57.0
Varanasi,Road Features,Straight Road,Minor Injury,42.0
Varanasi,Road Features,Straight Road,Total number of Accidents,154.0
Varanasi,Road Features,Straight Road,Persons Killed,68.0
Varanasi,Road Features,Straight Road,Total Injured,99.0
Vijaywada city,Road Features,Bridge,Greviously Injured,18.0
Vijaywada city,Road Features,Bridge,Minor Injury,22.0
Vijaywada city,Road Features,Bridge,Total number of Accidents,44.0
Vijaywada city,Road Features,Bridge,Persons Killed,13.0
Vijaywada city,Road Features,Bridge,Total Injured,40.0
Vijaywada city,Road Features,Culvert,Greviously Injured,1.0
Vijaywada city,Road Features,Culvert,Minor Injury,2.0
Vijaywada city,Road Features,Culvert,Total number of Accidents,4.0
Vijaywada city,Road Features,Culvert,Persons Killed,2.0
Vijaywada city,Road Features,Culvert,Total Injured,3.0
Vijaywada city,Road Features,Curved Road,Greviously Injured,36.0
Vijaywada city,Road Features,Curved Road,Minor Injury,61.0
Vijaywada city,Road Features,Curved Road,Total number of Accidents,105.0
Vijaywada city,Road Features,Curved Road,Persons Killed,32.0
Vijaywada city,Road Features,Curved Road,Total Injured,97.0
Vijaywada city,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,1.0
Vijaywada city,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0.0
Vijaywada city,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,1.0
Vijaywada city,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0.0
Vijaywada city,Road Features,Ongoing Road Works/Under Construction,Total Injured,1.0
Vijaywada city,Road Features,Others,Greviously Injured,5.0
Vijaywada city,Road Features,Others,Minor Injury,7.0
Vijaywada city,Road Features,Others,Total number of Accidents,13.0
Vijaywada city,Road Features,Others,Persons Killed,4.0
Vijaywada city,Road Features,Others,Total Injured,12.0
Vijaywada city,Road Features,Pot Holes,Greviously Injured,1.0
Vijaywada city,Road Features,Pot Holes,Minor Injury,0.0
Vijaywada city,Road Features,Pot Holes,Total number of Accidents,1.0
Vijaywada city,Road Features,Pot Holes,Persons Killed,0.0
Vijaywada city,Road Features,Pot Holes,Total Injured,1.0
Vijaywada city,Road Features,Steep Grade,Greviously Injured,0.0
Vijaywada city,Road Features,Steep Grade,Minor Injury,4.0
Vijaywada city,Road Features,Steep Grade,Total number of Accidents,3.0
Vijaywada city,Road Features,Steep Grade,Persons Killed,1.0
Vijaywada city,Road Features,Steep Grade,Total Injured,4.0
Vijaywada city,Road Features,Straight Road,Greviously Injured,347.0
Vijaywada city,Road Features,Straight Road,Minor Injury,472.0
Vijaywada city,Road Features,Straight Road,Total number of Accidents,901.0
Vijaywada city,Road Features,Straight Road,Persons Killed,222.0
Vijaywada city,Road Features,Straight Road,Total Injured,819.0
Vizaq,Road Features,Bridge,Greviously Injured,31.0
Vizaq,Road Features,Bridge,Minor Injury,14.0
Vizaq,Road Features,Bridge,Total number of Accidents,49.0
Vizaq,Road Features,Bridge,Persons Killed,15.0
Vizaq,Road Features,Bridge,Total Injured,45.0
Vizaq,Road Features,Culvert,Greviously Injured,12.0
Vizaq,Road Features,Culvert,Minor Injury,3.0
Vizaq,Road Features,Culvert,Total number of Accidents,20.0
Vizaq,Road Features,Culvert,Persons Killed,4.0
Vizaq,Road Features,Culvert,Total Injured,15.0
Vizaq,Road Features,Curved Road,Greviously Injured,88.0
